-- Bus
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0001', 'C020', 'K3320A', 'Mercedes-Benz OC500', 50, 'inactive', 2006, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0068', 'C013', 'B6371E', 'Scania K410', 52, 'under_maintenance', 2023, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0069', 'C012', 'W3734D', 'Mercedes-Benz OC500', 50, 'under_maintenance', 2011, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0070', 'C016', 'K2902B', 'Volvo B11R', 50, 'under_maintenance', 2015, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0071', 'C002', 'K2667A', 'Isuzu LV423R', 50, 'active', 2003, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0072', 'C020', 'B8654B', 'Hino RK8', 45, 'retired', 2020, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0073', 'C004', 'B1215B', 'Mercedes-Benz OC500', 40, 'inactive', 2001, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0074', 'C017', 'W7897C', 'Hino RK8', 44, 'active', 2007, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0075', 'C003', 'K5141A', 'MAN A95', 50, 'inactive', 2017, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0076', 'C008', 'W5196E', 'Scania K410', 44, 'inactive', 2016, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0077', 'C017', 'W4603A', 'MAN A95', 44, 'inactive', 2020, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0078', 'C006', 'B8652C', 'Mercedes-Benz OC500', 50, 'inactive', 2024, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0079', 'C012', 'K7868D', 'Hino RK8', 45, 'active', 2009, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0080', 'C002', 'K1093D', 'Scania K410', 50, 'active', 2001, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0081', 'C006', 'K6996C', 'Isuzu LV423R', 40, 'retired', 2025, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0082', 'C014', 'B6992E', 'Isuzu LV423R', 44, 'under_maintenance', 2009, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0083', 'C019', 'B7822A', 'Volvo B11R', 40, 'retired', 2016, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0084', 'C006', 'W7302C', 'MAN A95', 50, 'under_maintenance', 2024, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0085', 'C004', 'J2463D', 'MAN A95', 50, 'under_maintenance', 2003, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0086', 'C016', 'B4271E', 'MAN A95', 44, 'under_maintenance', 2015, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0087', 'C015', 'W5438E', 'Isuzu LV423R', 48, 'retired', 2008, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0088', 'C006', 'P4823E', 'Hino RK8', 45, 'active', 2015, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0089', 'C020', 'W1062E', 'Hino RK8', 50, 'active', 2003, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0090', 'C012', 'K3378B', 'Isuzu LV423R', 44, 'inactive', 2013, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0091', 'C010', 'K2034A', 'MAN A95', 44, 'active', 2025, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0092', 'C006', 'K2321A', 'Hino RK8', 52, 'active', 2012, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0093', 'C006', 'B9122B', 'Hino RK8', 48, 'active', 2006, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0094', 'C009', 'B6912D', 'MAN A95', 44, 'active', 2004, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0095', 'C020', 'B8611A', 'Scania K410', 45, 'retired', 2002, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0096', 'C004', 'B6077E', 'Isuzu LV423R', 50, 'active', 2007, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0097', 'C018', 'K3484D', 'Mercedes-Benz OC500', 52, 'inactive', 2007, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0098', 'C019', 'K1930A', 'Hino RK8', 48, 'retired', 2013, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0099', 'C011', 'J2951A', 'Mercedes-Benz OC500', 50, 'active', 2021, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0100', 'C001', 'K9075E', 'Scania K410', 45, 'inactive', 2010, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0101', 'C001', 'P6250B', 'Isuzu LV423R', 50, 'inactive', 2003, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0102', 'C018', 'K8062D', 'Scania K410', 50, 'active', 2025, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0103', 'C016', 'K3939B', 'Mercedes-Benz OC500', 44, 'inactive', 2015, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0104', 'C009', 'W4577D', 'Volvo B11R', 44, 'retired', 2006, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0105', 'C006', 'P8462D', 'Isuzu LV423R', 48, 'active', 2025, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0106', 'C016', 'W8826B', 'Mercedes-Benz OC500', 52, 'active', 2003, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0107', 'C003', 'K1657E', 'Mercedes-Benz OC500', 48, 'inactive', 2019, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0108', 'C012', 'W6735C', 'Mercedes-Benz OC500', 45, 'inactive', 2018, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0109', 'C011', 'J3096D', 'Volvo B11R', 52, 'inactive', 2006, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0110', 'C004', 'P6359C', 'Scania K410', 52, 'inactive', 2006, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0111', 'C014', 'J8811B', 'Hino RK8', 44, 'active', 2015, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0112', 'C003', 'K5854D', 'Scania K410', 44, 'retired', 2003, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0113', 'C001', 'K1746B', 'Mercedes-Benz OC500', 50, 'retired', 2002, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0114', 'C003', 'B1823E', 'Scania K410', 50, 'inactive', 2005, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0115', 'C018', 'J3070A', 'Volvo B11R', 45, 'active', 2010, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0116', 'C008', 'J5444A', 'Scania K410', 44, 'active', 2011, 'Newly purchased');
